Nr;key;Kurztitel;Langtitel;Zitiert nach:;Bde.;Verlinkt;Link vorhanden;Online abgeglichen;Digitalisat;Online-Zugriff;Geschichtsquellen.de;Arlima.net;Supplement;Band I;Band I,1;Band I,2;Band II;Band III;Band IV;Band V;Band VI;Band VII;Band VII,1;Band VII,2;Band VIII;Band IX;Band X;Band XI;Band XII;Band XIII;Band XIV;Band XV;Band XVI;Hinweis;;;;;;;;;;;;;;;
622;Tomassetti,_Bullarum_editio;Tomassetti, Bullarum editio;Bullarum, diplomatum et privilegiorum sanctorum Romanorum pontificum Taurinensis editio: locupletior facta collectione novissima plurium brevium, epistolarum, decretorum actorumque S. Sedis a S. Leone M. usque ad praesens, ed. Aloysius Tomassetti, 17 Bde., Turin 1857–1872.;;"1 ; 3";;X;X;;;;;;https://archive.org/details/04672031.1.emory.edu;;;;https://archive.org/details/BR-Tomo-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;Touati,_Maladie_et_société;Touati, Maladie et société;François-Olivier Touati (Hg.), Maladie, médecine et société. Approches historiques pour le présent, 2 Bde., Paris 1993.;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;Ughelli-Coletti,_Italia_sacra;Ughelli/Coletti, Italia sacra;Italia sacra sive de episcopis Italiae et insularum adiacentium opus singulare provinciis XX distinctum, ed. Ferdinandus Ughelli, Nicolaus Coleti, 9 Bde., Rom 1644–1662.;;5;;X;X;;;;;;;;;;;;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10939606-3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;Uhlirz-Uhlirz,_Jahrbücher_des_Deutschen_Reiches;Uhlirz/Uhlirz, Jahrbücher des Deutschen Reiches;Mathilde Uhlirz, Karl Uhlirz, Jahrbücher des Deutschen Reiches unter Otto II. und Otto III., 2 Bde., Berlin 1902–1954 (Jahrbücher der Deutschen Geschichte, 10,1–2).;;II;;X;X;;;;;;http://www.mgh-bibliothek.de/dokumente/0/090689+0001.pdf;;;http://www.mgh-bibliothek.de/dokumente/0/090689+0002.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;Ullmann,_Nos_si_aliquid_incompetenter;Ullmann, Nos si aliquid incompetenter;Walter Ullmann, Nos si aliquid incompetenter. Some Oberservations on the Register Fragments of Leo IV in the Collectio Britannica, in: Ephemerides Iuris Canonici 9 (1953), S. 275–287. ;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;Urkundenbuch_des_Landes_ob_der_Enns;Urkundenbuch des Landes ob der Enns;Urkundenbuch des Landes ob der Enns, ed. Erich Trinks, 11 Bde., Wien 1852–1956.;;II;;X;X;;;;;;;;;https://archive.org/details/urkundenbuchdes06frangoog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;van_de_Putte-Carton,_Chronicon_Vormeselense;van de Putte/Carton, Chronicon Vormeselense;Chronicon Vormeselense, ed. Ferdinand van de Putte, Charles Louis Carton, Brugis 1847 (Recueil de chroniques, chartes et autres documents concernant l’histoire et les antiquités de la Flandre-Occidentale, 1,7).;;;;X;X;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10006327-3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;van_Lokeren,_Chartes_Gand;van Lokeren, Chartes Gand;Chartes et documents de l’Abbaye de Saint Pierre au Mont Blanchin à Gand depuis sa fondation jusqu’à sa suppression. Avec une introduction historique, ed. Auguste Van Lokeren, 2 Bde., Gent 1868–1871.;;I;;X;X;;;;;;https://archive.org/details/chartesetdocume00lokegoog/page/n8/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;van_Werveke,_Catalogue;van Werveke, Catalogue;Catalogue descriptif des manuscrits de la Bibliothèque de Luxembourg, ed. Nicolas van Werveke, Luxemburg 1894.;;;;X;X;http://www.luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=bnl_manu&vol=01 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;Vanderkindere,_Chronique_de_Gislebert_de_Mons;Vanderkindere, Chronique de Gislebert de Mons;La chronique de Gislebert de Mons. Nouvelle édition, ed. Léon Vanderkindere, Bruxelles 1904.;;;;X;X;https://archive.org/details/lachroniquedegis00gisl/page/n5/mode/2up ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;Varin,_Archives_administratives;Varin, Archives administratives;Archives administratives de la ville de Reims, ed. Pierre-Joseph Varin, 3 Bde., Paris 1839–1848 (Collection de documents inédites sur l’histoire de France, 1).;;I,1;;X;X;;;;;;;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10355611-4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
633;Varin,_Archives_législatives;Varin, Archives législatives;Archives administratives de la ville de Reims, ed. Pierre-Joseph Varin, 3 Bde., Paris 1839–1848.;;II, Statuts I;;X;X;;;;;;https://gallica.bnf.fr/ark:/12148/bpt6k3202392z;;;https://gallica.bnf.fr/ark:/12148/bpt6k65172098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;de_Vic-Vaissètte,_Histoire_du_Languedoc;de Vic/Vaissètte, Histoire du Languedoc;Claude de Vic, Joseph Vaissètte, Histoire générale de Languedoc, avec des notes et les pièces justificatives, composée sur les auteurs et les titres originaux, et enrichie de divers monumens, 5 Bde., Paris 1730–1745.;;III;;X;X;;;;;;https://archive.org/details/histoiregeneraledelanguedoc1;;;https://archive.org/details/histoiregeneraledelanguedoc2/page/n7/mode/2up;https://gallica.bnf.fr/ark:/12148/bpt6k10401100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;de_Vic-Vaissètte,_Histoire_du_Languedoc_(3._Aufl.);de Vic/Vaissètte, Histoire du Languedoc (3. Aufl.);Claude de Vic, Joseph Vaissètte, Histoire générale de Languedoc, avec des notes et les pièces justificatives, composée sur les auteurs et les titres originaux, et enrichie de divers monumens, 10 Bde., 3. Aufl., Toulouse 1840–1846.;;VI;;X;X;;;;;;https://gallica.bnf.fr/ark:/12148/bpt6k298492v;;;https://gallica.bnf.fr/ark:/12148/bpt6k2984937;https://archive.org/details/bub_gb_486Vull8GugC/mode/2up;https://archive.org/details/bub_gb_Fto4AAAAIAAJ/mode/2up;https://gallica.bnf.fr/ark:/12148/bpt6k298496c;https://archive.org/details/histoiregnra06viccuoft/page/n9/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;Vignier,_Bibliothèque_historiale;Vignier, Bibliothèque historiale;La bibliothèque historiale, ed. Nicolas Vignier de Bar sur Seine, 4 Bde., Paris 1587–1650.;;II;;X;X;;;;;;https://archive.org/details/LaBibliothequeHistorialeDeNicolas1587T1/mode/2up;;;https://archive.org/details/LaBibliothequeHistorialeDeNicolas1587T2/page/n9/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;Vleeschouwers,_De_oorkonden_van_de_Sint-Baafsabdij_te_Gent;Vleeschouwers, De oorkonden van de Sint-Baafsabdij te Gent;De oorkonden van de Sint-Baafsabdij te Gent (819–1321), ed. Cyriel Vleeschouwers, 2 Bde., Bruxelles 1990–1991 (Publications de la Commission Royale d’histoire. In-Quarto).;;II;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;Vos,_Lobbes;Vos, Lobbes;Joachim Vos, Lobbes, son abbaye et son chapitre, ou Histoire complète du monastère de Saint-Pierre à Lobbes et du chapitre de Saint-Ursmer à Lobbes et à Binche, 2 Bde., Löwen 1865.;;II;;X;X;;;;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10030641-1;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10030642-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;Wampach,_Urkunden-_und_Quellenbuch;Wampach, Urkunden- und Quellenbuch;Urkunden- und Quellenbuch zur Geschichte der altluxemburgischen Territorien bis zur burgundischen Zeit, ed. Camille Wampach, 10 Bde., Luxemburg 1935–1955.;;I;;X;X;;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=co&sid=urku_quell ;;;;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=01;;;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=02;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=03;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=04;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=05;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=06;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=07;;;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=08;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=09;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=urku_quell&vol=10;;;;;;;;;;;;;;;;;;;;;;
640;Waquet,_Vie_de_Louis_VI_le_Gros;Waquet, Vie de Louis VI le Gros;Suger, Vie de Louis VI le Gros, ed. Henri Waquet, 2. Aufl., Paris 1964 (Les classiques de l’histoire de France au Moyen Âge, 11).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;Warlop,_The_Flemish_Nobility;Warlop, The Flemish Nobility;Ernest Warlop, The Flemish Nobility before 1300, 2 Bde., Kortrijk 1975.;;"II,1 ; II,2";;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;Wasserschleben,_Reginonis_abbatis_Prumensis_Libri_duo;Wasserschleben, Reginonis abbatis Prumensis Libri duo;Reginonis abbatis Prumensis Libri duo de Synodalibus causis et disciplinis ecclesiasticis, ed. Friedrich Wilhelm Wasserschleben, Leipzig 1840.;;;;X;X;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10743904-1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;Wattenbach,_Briefe_des_Guido_von_Bazoches;Wattenbach, Briefe des Guido von Bazoches;Wilhelm Wattenbach, Aus den Briefen des Guido von Bazoches, in: Neues Archiv 16 (1891), S. 67–114.;;;;X;X;http://www.digizeitschriften.de/dms/img/?PPN=PPN345858530_0016&DMDID=dmdlog11 ;;;;;;;;;;;;;;;;;;;;;;;;;Digizeitschriften;;;;;;;;;;;;;;;
644;Wattenbach,_Eine_Hildesheimer_Briefsammlung;Wattenbach, Eine Hildesheimer Briefsammlung;Wilhelm Wattenbach, Eine Hildesheimer Briefsammlung, in: Neues Archiv 6 (1881), S. 169–184.;;;;X;X;http://www.digizeitschriften.de/dms/img/?PPN=PPN345858530_0006&DMDID=dmdlog13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;Wattendorf,_Papst_Stephan_IX.;Wattendorf, Papst Stephan IX.;Julius Wattendorff, Papst Stephan IX., Paderborn 1883 (Münsterische Beiträge zur Geschichtsforschung, 3).;;;;X;X;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11614114-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;Wauters,_Table;Wauters, Table;Table chronologique des chartes et diplômes imprimés concernant l’histoire de la Belgique, ed. Alphonse Wauters, Stanislas Bormans, Joseph Halkin, 11 Bde., Bruxelles 1866–1971 (Commission royale d’histoire. Publications in-quarto, 12,1–11).;;"1 ; 2 ; 3 ; 7,1 ; 7,2 ; 11,1";;X;X;;;;;;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11215286-8;;;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10224932-8;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10983341-8;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11176722-0;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11351223-5;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11480114-4;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11480115-9;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11480116-5;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11480117-0;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11734118-5;;;;;;;;Band 11,1 online nicht verfügbar.;;;;;;;;;;;;;;;
647;Weigle,_Briefsammlung;Weigle, Briefsammlung;Fritz Weigle, Studien zur Überlieferung der Briefsammlung Gerberts von Reims, in: Deutsches Archiv 10 (1953–1954), S. 19–70.;;;;X;X;http://www.digizeitschriften.de/dms/img/?PPN=PPN345858735_0010&DMDID=dmdlog8 ;;;;;;;;;;;;;;;;;;;;;;;;;Digizeitschriften;;;;;;;;;;;;;;;
648;Weiss,_Urkunden;Weiss, Urkunden;Stefan Weiss, Die Urkunden der päpstlichen Legaten von Leo IX. bis zu Coelestin III. (1049–1198), Köln 1995 (Forschungen zur Kaiser- und Papstgeschichte des Mittelalters. Beihefte zu J. F. Böhmer, Regesta Imperii, 13).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;Werner,_Papsturkunden;Werner, Papsturkunden;Judith Werner, Papsturkunden vom 9. bis ins 11. Jahrhundert: Untersuchungen zum Empfängereinfluss auf die äußere Urkundengestalt, Berlin 2017 (Abhandlungen der Akademie der Wissenschaften zu Göttingen, N. F. 43).;;;;(X);X;https://www.degruyter.com/document/doi/10.1515/9783110518719/html;;;;;;;;;;;;;;;;;;;;;;;;;Zugriff ggf. über Instittution (DeGruyter);;;;;;;;;;;;;;;
650;WH;WH;Walter-Holthmann-Kartei (Regesta Decretalium), URL: https://www.kuttner-institute.jura.uni-muenchen.de/holtzmann_formular.htm.;;;;X;X;;https://www.kuttner-institute.jura.uni-muenchen.de/holtzmann_formular.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Wiederhold,_Papsturkunden_in_Frankreich_2;Wiederhold, Papsturkunden in Frankreich 2;Wilhelm Wiederhold, Papsturkunden in Frankreich 2: Burgund mit Bresse und Bugey, in: Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen. Philologisch-Historische Klasse Beiheft 2 (1906), S. 1–98 (ND in: ders., Papsturkunden in Frankreich. Reiseberichte zur Gallia Pontificia, Bd. 1, Vatikanstadt 1985 (Acta Romanorum Pontificum, 7), S. 147–244.).;;;;X;X;https://archive.org/details/in.ernet.dli.2015.56252/page/n549/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;Williams,_Archbishop_Manasses;Williams, Archbishop Manasses;John R. Williams, Archbishop Manasses I of Rheims and Pope Gregory VII, in: The American Historical Review 54 (1948–1949), S. 804–824.;;;;X;X;http://www.mgh-bibliothek.de/dokumente/z/zsn2a031170.pdf ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;Wolter,_Synoden;Wolter, Synoden;Heinz Wolter, Die Synoden im Reichsgebiet und in Reichsitalien von 916 bis 1056, Paderborn, München, Wien, Zürich 1988 (Konziliengeschichte, Reihe A. Darstellungen, 5).;;;;X;X;https://books.google.fr/books?id=hvdSDQEACAAJ&lpg=PR3&hl=de&pg=PR3#v=onepage&q&f=false ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;Zenker,_Mitglieder_des_Kardinalkollegiums;Zenker, Mitglieder des Kardinalkollegiums;Barbara Zenker, Die Mitglieder des Kardinalkollegiums von 1130 bis 1159, Diss. Würzburg 1964.;;;;X;X;http://www.mgh-bibliothek.de/dokumente/0/083131.pdf ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;Zimmermann,_Ottonische_Studien;Zimmermann, Ottonische Studien;Harald Zimmermann, Ottonische Studien. 1. Frankreich und Reims in der Politik der Ottonenzeit, in: Mitteilungen des Instituts für Österreichische Geschichtsforschung. Ergänzungsband 20,1 (1962), S. 122–146 (ND in ders., Im Bann des Mittelalters. Ausgewählte Beiträge zur Kirchen- und Rechtsgeschichte. Festgabe zu seinem 60. Geburtstag, hg. von Immo Eberl, Hans-Henning Kortüm, Siegmaringen 1986, S. 1–69).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;Zimmermann,_Papsturkunden;Zimmermann, Papsturkunden;"Papsturkunden 896–1046, ed. Harald Zimmermann, 3 Bde., Wien 1984–1985 (Denkschriften. Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse, 174, 177, 198; Veröffentlichungen der Historischen Kommission, 3–5).";;"I ; II";;(X);X;;;;;;https://archive.org/details/papsturkunden8960001unse;;;https://archive.org/details/papsturkunden8960002unse;;;;;;;;;;;;;;;;;Ausleihbar mit kostenlosem Konto (archive.org);;;;;;;;;;;;;;;
0-01;Acta_concilii_Mosomensis;Acta concilii Mosomensis;;"MGH_SS_3; MGH_Conc._6,2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-02;Aimoin,_Vita_et_passio_sancti_Abbonis;Aimoin, Vita et passio sancti Abbonis;;Bautier-Labory,_Vie_d’Abbon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-03;Albericus_von_Trois-Fontaines,_Chronica;Albericus von Trois-Fontaines, Chronica;;MGH_SS_23;;;;X;;;;https://arlima.net/no/686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-04;Albinus,_Liber_censuum;Albinus, Liber censuum;;Fabre-Duchesne,_Liber_censuum;;;;X;;;https://www.geschichtsquellen.de/werk/2924 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-05;Andreas_von_Marchiennes,_Historia_regum_Francorum;Andreas von Marchiennes, Historia regum Francorum;;MGH_SS_26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-06;Annales_Bertiniani;Annales Bertiniani;;"MGH_SS_rer._Germ._5; Grat-Vielliard-Clémencet,_Annales_de_Saint-Bertin";;;;X;;;https://www.geschichtsquellen.de/werk/212 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-07;Annales_Mosomagenses;Annales Mosomagenses;;MGH_SS_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-08;Annales_regni_Francorum;Annales regni Francorum;;MGH_SS_rer._Germ._6;;;;X;;;https://www.geschichtsquellen.de/werk/266 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-09;Anselm,_Historia_dedicationis_ecclesiae_beati_Remigii_Remensis;Anselm, Historia dedicationis ecclesiae beati Remigii Remensis;;"Hourlier,_Anselme; MGH_Conc._8";;;;X;;;https://www.geschichtsquellen.de/werk/491 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-10;Baldericus,_Gesta_Alberonis;Baldericus, Gesta Alberonis;;MGH_SS_8;;;;X;;;https://www.geschichtsquellen.de/werk/577 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-11;Briefe_des_Petrus_Venerabilis;Briefe des Petrus Venerabilis;;Constable,_Letters_of_Peter_the_Venerable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-12;Briefsammlung_Bernhards_von_Clairvaux;Briefsammlung Bernhards von Clairvaux;;"RHF; Migne,_PL; Leclercq-Rochais,_Sancti_Bernardi_opera; Gastaldelli,_Opere_di_San_Bernardo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-13;Briefsammlung_Gerberts;Briefsammlung Gerberts;;"Havet,_Lettres_de_Gerbert; Weigle,_Briefsammlung; Riché-Callu,_Gerbert_d’Aurillac,_Correspondance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-14;Briefsammlung_Guidos_de_Bazoches;Briefsammlung Guidos de Bazoches;;"Wattenbach,_Briefe_des_Guido_von_Bazoches; Adolfsson,_Liber_epistularum_Guidonis_de_Basochis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-15;Briefsammlung_Ivos_von_Chartres;Briefsammlung Ivos von Chartres;;"Duchesne,_Historiae_Francorum_scriptores; RHF; Migne,_PL; Leclercq,_Yves_de_Chartres,_Correspondance; Giordanengo,_Lettres";;;;X;;;;https://arlima.net/no/2169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-16;Chronica_magistri_Rogeri_de_Houedene;Chronica magistri Rogeri de Houedene;;Stubbs,_Chronica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-17;Chronica_regia_Coloniensis;Chronica regia Coloniensis;;MGH_SS_rer._Germ._18;;;;X;;;https://www.geschichtsquellen.de/werk/1047 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-18;Chronicon_Morigniacense;Chronicon Morigniacense;;MGH_SS_26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-19;Chronicon_S._Andree_Catri_Cameracesii;Chronicon S. Andree Catri Cameracesii;;MGH_SS_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-20;Chronicon_Sancti_Petri_vivi_Senonensis;Chronicon Sancti Petri vivi Senonensis;;Bautier-Gilles,_Chronique_de_Saint-Pierre-le-Vif_dite_de_Clarius;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-21;Chronicon_Vizeliacense;Chronicon Vizeliacense;;Huygens,_Monumenta_Vizeliacensia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-22;Controversia_inter_monachos_S._Remigii_et_S._Nicasii;Controversia inter monachos S. Remigii et S. Nicasii;;Meinert,_Libelli_de_discordia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-23;Deusdedit,_Collectio_canonum;Deusdedit, Collectio canonum ;;Glanvell,_Kanonessammlung_des_Kardinals_Deusdedit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-24;Flodoard,_Annales;Flodoard, Annales;;"MGH_SS_3; Lauer,_Annales";;;;X;;;https://www.geschichtsquellen.de/werk/2267 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-25;Flodoard,_Historia_Remensis_ecclesiae;Flodoard, Historia Remensis ecclesiae;;MGH_SS_36;;;;X;;;https://www.geschichtsquellen.de/werk/2268 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-26;Folcuinus,_Gesta_abbatum_Sancti_Bertini_Sithiensium;Folcuinus, Gesta abbatum Sancti Bertini Sithiensium;;MGH_SS_13;;;;X;;;https://www.geschichtsquellen.de/werk/2284 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-27;Fulcoius,_Vtriusque_de_nuptiis_Christi_et_ecclesiae_libri_septem;Fulcoius, Vtriusque de nuptiis Christi et ecclesiae libri septem;;Rousseau,_Fulcoii_Belvacensis_Vtriusque_de _nuptiis_Christi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-28;Fundatio_ecclesiae_Hildensemensis;Fundatio ecclesiae Hildensemensis;;MGH_SS_30,2;;;;X;;;https://www.geschichtsquellen.de/werk/2392 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-29;Gerbert,_Acta_concilii_Remensis;Gerbert, Acta concilii Remensis;;MGH_Conc._6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-30;Gerbert,_Oratio_episcoporum_habita_in_concilio_Causeio;Gerbert, Oratio episcoporum habita in concilio Causeio;;MGH_Conc._6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-31;Gesta_Atrebatensium;Gesta Atrebatensium;;Kéry,_Errichtung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-32;Gesta_episcoporum_Cameracensium;Gesta episcoporum Cameracensium;;MGH_SS_7;;;;X;;;https://www.geschichtsquellen.de/werk/2479 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-33;Gesta_Galcheri_episcopi_Cameracensis;Gesta Galcheri episcopi Cameracensis;;MGH_SS_14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-34;Gesta_regis_Henrici_secundi_Benedicti_abbatis;Gesta regis Henrici secundi Benedicti abbatis;;Stubbs,_Chronicle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-35;Gislebert_von_Mons,_Chronicon_Hanoniense;Gislebert von Mons, Chronicon Hanoniense;;Vanderkindere,_Chronique_de_Gislebert_de_Mons;;;;X;;;https://www.geschichtsquellen.de/werk/4877 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-36;Gregor_von_Tours,_Libri_historiarum_X;Gregor von Tours, Libri historiarum X;;MGH_SS_rer._Merov._1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-37;Guibert_von_Nogent,_De_vita_sua;Guibert von Nogent, De vita sua;;Labande,_Guibert_de_Nogent,_Autobiographie;;;;X;;;;https://arlima.net/no/286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-38;Hermann_von_Tournai,_De_miraculis_Sanctae_Mariae_Laudunensis;Hermann von Tournai, De miraculis Sanctae Mariae Laudunensis;;"Migne,_PL; Saint-Denis,_Les miracles";;;;X;;;;https://arlima.net/no/1357 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-39;Hermann_von_Tournai,_De_restauratione;Hermann von Tournai, De restauratione;;"MGH_SS_14; Huygens,_Liber_de_restavratione";;;;X;;;;https://arlima.net/no/1357 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-40;Hesso_scholasticus,_Relatio_de_concilio_Remensi;Hesso scholasticus, Relatio de concilio Remensi;;MGH_Ldl_3;;;;X;;;https://www.geschichtsquellen.de/werk/2802 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-41;Hinkmar,_De_iure_metropolitanorum;Hinkmar, De iure metropolitanorum;;Schrör,_Hinkmar_von_Reims;;;;X;;;https://www.geschichtsquellen.de/werk/2847 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0-42;Hinkmar,_De_praedestinatione;Hinkmar, De praedestinatione;;Migne,_PL;;;;X;;;https://www.geschichtsquellen.de/werk/2851 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
