key;Kurztitel;Kurztitel der Editionen;Geschichtsquellen.de;Arlima.net;Quellen;Langtitel;Bde.;Verlinkt;Link;Band I;Band II;Band III;Band IV;Band V;Band VI
Schreiber,_Kurie_und_Kloster;Schreiber, Kurie und Kloster;;;;;Georg Schreiber, Kurie und Kloster im 12. Jahrhundert: Studien zur Privilegierung, Verfassung und besonders zum Eigenkirchenwesen der vorfranziskanischen Orden vornehmlich auf Grund der Papsturkunden von Paschalis II. bis auf Lucius III. (1099–1181), 2 Bde., Stuttgart 1910 (Kirchenrechtliche Abhandlungen, 65–66).;"I ; II";;;;;;;;
Schröder,_Synoden;Schröder, Synoden;;;;;Isolde Schröder, Die westfränkischen Synoden von 888 bis 987 und ihre Überlieferung, München 1980 (MGH Hilfsmittel, 3).;;;;;;;;;
Schrör,_Hinkmar_von_Reims;Schrör, Hinkmar von Reims;;;;;Hinkmar von Reims, De iure metropolitanorum, Studien und Edition, ed. Mathias Schrör, Köln 2020 (Libelli Rhenani, 80).;;;;;;;;;
Schrörs,_Hinkmar;Schrörs, Hinkmar;;;;;Heinrich Schrörs, Hinkmar, Erzbischof von Reims. Sein Leben und seine Schriften, Freiburg i. Br. 1884. ;;;http://www.mgh-bibliothek.de/dokumente/b/b027250.pdf ;;;;;;
Schumann,_Legaten;Schumann, Legaten;;;;;Otto Schumann, Die päpstlichen Legaten in Deutschland zur Zeit Heinrichs IV. und Heinrichs V. (1056–1125), Marburg a. d. Lahn 1912.;;;;;;;;;
Schütte,_Briefe_des_Abtes_Walo;Schütte, Briefe des Abtes Walo;;;;;Bernd Schütte, Die Briefe des Abtes Walo von St. Arnulf vor Metz, Hannover 1995 (MGH Studien und Texte, 10).;;;;;;;;;
Schwarz,_Investiturstreit;Schwarz, Investiturstreit;;;;;Willi Schwarz, Der Investiturstreit in Frankreich, in: Zeitschrift für Kirchengeschichte 42 (1923), S. 255–328.;;;;;;;;;
Schwerin,_Aufrufe;Schwerin, Aufrufe;;;;;Ursula Schwerin, Die Aufrufe der Päpste zur Befreiung des Heiligen Landes von den Anfängen bis zum Ausgang Innozenz IV.: ein Beitrag zur Geschichte der kurialen Kreuzzugspropaganda und der päpstlichen Epistolographie, Berlin 1937 (Historische Studien, 301).;;;;;;;;;
Sdralek,_Wolfenbüttler_Fragmente;Sdralek, Wolfenbüttler Fragmente;;;;;Maximilian Sdralek, Wolfenbüttler Fragmente. Analekten zur Kirchengeschichte des Mittelalters aus Wolfenbüttler Handschriften, Münster i. W. 1891 (Kirchengeschichtliche Studien, 1,2).;;;http://www.mgh-bibliothek.de/dokumente/b/b026343.pdf ;;;;;;
Serrure,_Cartulaire_de_Saint-Bavon;Serrure, Cartulaire de Saint-Bavon;;;;;Cartulaire de Saint Bavon à Gand, ed. Constant Philippe Serrure, o. O. 1836.;;;http://books.google.com/books?id=AVtbAAAAQAAJ ;;;;;;
Siguret,_Étude_sur_la_correspondance;Siguret, Étude sur la correspondance;;;;;M. Siguret, Étude sur la correspondance diplomatique des papes avec les archevêques de Bourges, de Nicolas Ier à Innocent III, Châteauroux 1902.;;;;;;;;;
Simon,_Bullarium_ordinis_Cluniacensis;Simon, Bullarium ordinis Cluniacensis;;;;;Bullarium sacri ordinis Cluniacensis, ed. Pierre Simon, Lyon 1680.;;;;;;;;;
Singer,_Neue_Beiträge;Singer, Neue Beiträge;;;;;Heinrich Singer, Neue Beiträge über die Dekretalensammlungen vor und nach Bernhard von Pavia. Mit Benutzung der in Friedrich Maassens Nachlasse enthaltenen Vorarbeiten, Wien 1913 (Sitzungsberichte. Akademie der Wissenschaften in Wien, Philologisch-Historische Klasse, 171,1).;;;;;;;;;
Sirmond,_Concilia_Galliae;Sirmond, Concilia Galliae;;;;;Concilia antiqua Galliae, tres in tomos ordine digesta, ed. Jacques Sirmond, 4 Bde., Paris 1629–1666.;III;;http://gallica.bnf.fr/ark:/12148/bpt6k57643m ;;;;;;
Sirmond,_Goffridi_abbatis_Vindocinensis_S._Priscae_cardinalis_opera;Sirmond, Goffridi abbatis Vindocinensis S. Priscae cardinalis opera;;;;;Goffridi abbatis Vindocinensis S. Priscae cardinalis opera, ed. Jacobus Sirmond, Paris 1610.;;;;;;;;;
Sirmond,_Hincmari_opera;Sirmond, Hincmari opera;;;;;Hincmari archiepiscopi Remensis opera, ed. Jacques Sirmond, 2 Bde., Paris 1645.;II;;;;;;;;
Sirmond,_Petri_abbatis_Cellensis_epistolarum_libri;Sirmond, Petri abbatis Cellensis epistolarum libri;;;;;Petri abbatis Cellensis epistolarum libri IX. Item Alexandri III. Papae ad Petrum eundem et alios epistolae LVI, ed. Jacques Sirmond, Paris 1613.;;;;;;;;;
de_Smet,_Cartulaire_de_l’abbaye_de_Cambron;de Smet, Cartulaire de l’abbaye de Cambron;;;;;Cartulaire de l’abbaye de Cambron, ed. Joseph Jean de Smet, 2 Bde., Bruxelles 1869 (Monuments pour servir à l’histoire des provinces de Namur, de Hainaut et de Luxembourg, 2,1–2).;I;;http://commissionroyalehistoire.be/fr/biblioNumerique/ouvragesDigitalises_fr.html ;;;;;;
Somerville,_Papal_excerpts;Somerville, Papal excerpts;;;;;Robert Somerville, Papal excerpts in Arsenal MS 713B: Alexander II and Urban II, in: Peter Landau, Jörg Müller (Hg.), Proceedings of the Ninth International Congress of Medieval Canon Law Munich, 13–18 July 1992, Vatikanstadt 1997 (Monumenta iuris canonici C/10), S. 169–184.;;;;;;;;;
Somerville,_Pope_Alexander_III;Somerville, Pope Alexander III;;;;;Robert Somerville, Pope Alexander III and the Council of Tours (1163). A Study of Ecclesiastical Politics and Institutions in the 12th Century, Berkeley, California 1977 (Publications of the Center for medieval and Renaissance studies, 12).;;;;;;;;;
Somerville,_Pope_Urban_II’s_Council_of_Piacenza;Somerville, Pope Urban II’s Council of Piacenza;;;;;Robert Somerville, Pope Urban II’s council of Piacenza, Oxford 2011.;;;;;;;;;
Somerville,_Scotia_Pontificia;Somerville, Scotia Pontificia;;;;;Scotia Pontificia. Papal Letters to Scotland before the Pontificate of Innocent III, ed. Robert Somerville, Oxford 1982.;;;;;;;;;
Somerville-Kuttner,_Pope_Urban_II;Somerville/Kuttner, Pope Urban II;;;;;Robert Somerville, Stephan Kuttner, Pope Urban II, the Collectio Britannica, and the Council of Melfi (1089), Oxford 1996.;;;;;;;;;
Sot,_Flodoard;Sot, Flodoard;;;;;Michel Sot, Un historien et son Église. Flodoard de Reims, Paris 1993. ;;;;;;;;;
Spätling,_Kardinallegat_Petrus;Spätling, Kardinallegat Petrus;;;;;Luchesius G. Spätling, Kardinallegat Petrus im Pontifikat Honorius II. (1124–1130), in: Antonianum 38 (1963), S. 162–192.;;;;;;;;;
Sproemberg,_Beiträge;Sproemberg, Beiträge;;;;;Heinrich Sproemberg (Hg.), Beiträge zur belgisch-niederländischen Geschichte, Berlin 1959 (Forschungen zur mittelalterlichen Geschichte, 3).;;;;;;;;;
Stratmann,_Briefe;Stratmann, Briefe;;;;;Martina Stratmann, Briefe an Hinkmar von Reims, in: Deutsches Archiv 48 (1992), S. 37–81.;;;http://www.digizeitschriften.de/main/dms/img/?PPN=PPN345858735_0048&DMDID=dmdlog11 ;;;;;;
Strubbe-Voet,_Chronologie;Strubbe/Voet, Chronologie;;;;;Egied Idesbald Strubbe, Léon Voet, De chronologie van de middeleeuwen en de moderne tijden in de Nederlanden, Antwerpen, Amsterdam 1960.;;;;;;;;;
Stubbs,_Chronica;Stubbs, Chronica;;;;;Chronica magistri Rogeri de Houedene, ed. William Stubbs, 4 Bde., London 1868.;;;Bd.2: https://gallica.bnf.fr/ark:/12148/bpt6k50282q ;;;;;;
Stubbs,_Chronicle;Stubbs, Chronicle;;;;;Gesta regis Henrici secundi Benedicti abbatis. The Chronicle of the Reigns of Henry II. and Richard I. A. D. 1169–1192, known commonly under the Name of Benedict of Peterborough, ed. William Stubbs, 2 Bde., London 1867 (Rerum Britannicarum medii aevi Scriptores, 49,1–2).;"I ; II";;;https://gallica.bnf.fr/ark:/12148/bpt6k502774;https://gallica.bnf.fr/ark:/12148/bpt6k50278g;;;;
Stubbs,_Historical_Works;Stubbs, Historical Works;;;;;Radulfi de Diceto decani Lundoniensis opera historica. The Historical Works of Master Ralph de Diceto, Dean of London, ed. William Stubbs, London 1876 (Rerum Britannicarum medii aevi scriptores, 68,1–2).;;;;;;;;;
Sudendorf,_Registrum;Sudendorf, Registrum;;;;;Registrum oder merkwürdige Urkunden für die deutsche Geschichte, ed. Hans Friedrich Georg Julius Sudendorf, 3 Bde., Jena 1849–1854.;I;;http://www.archive.org/details/registrumoderme00sudegoog ;;;;;;
Suhm,_Historie_af_Danmark;Suhm, Historie af Danmark;;;;;Peter Frederik Suhm, Historie af Danmark, 14 Bde., Kopenhagen 1782–1828.;8;;http://www.base-search.net/Search/Results?q=id:ddbc2d89b21bec7f6161c5b5ed46cba17d850cb388e9684acb7757dc6f55afd8 ;;;;;;
Tangl,_Bonifatius-Briefe_II;Tangl, Bonifatius-Briefe II;;;;;Michael Tangl, Studien zur Neuausgabe der Bonifatius-Briefe, Tl. 2, in: Neues Archiv 41 (1919), S. 23–101.;;;https://www.digizeitschriften.de/dms/img/?PID=PPN345858530_0041|log10&physid=phys33#navi;;;;;;
Tangl,_Kanzleiordnungen;Tangl, Kanzleiordnungen;;;;;Die päpstlichen Kanzleiordnungen von 1200–1500, ed. Michael Tangl, Innsbruck 1894.;;;http://www.archive.org/details/dieppstlichenka00aposgoog ;;;;;;
Tanner,_Decrees;Tanner, Decrees;;;;;Decrees of the Ecumenical Councils, ed. Norman P. Tanner, 2 Bde., London 1990.;I;;;;;;;;
Tardif,_Monuments;Tardif, Monuments;;;;;Monuments historiques. Cartons de rois, ed. Jules Tardif, Paris 1866 (Inventaires et documents publiés par ordre de l’Empereur).;;;http://books.google.com/books?id=9-oM-n3meYsC ;;;;;;
Teske,_Briefsammlungen;Teske, Briefsammlungen;;;;;Gunnar Teske, Die Briefsammlungen des 12. Jahrhunderts in St. Viktor/Paris. Entstehung, Überlieferung und Bedeutung für die Geschichte der Abtei, 2 Bde., Bonn 1993 (Studien und Dokumente zur Gallia Pontificia, 2).;;;;;;;;;
Tessier,_Recueil_Charles_II_le_Chauve;Tessier, Recueil Charles II le Chauve;;;;;Recueil des actes de Charles II le Chauve, roi de France (840–877), ed. Georges Tessier, 3 Bde., Paris 1943–1955 (Chartes et diplômes relatifs à l’histoire de France).;;;;;;;;;
Teubner-Schoebel,_Bernhard_von_Clairvaux;Teubner-Schoebel, Bernhard von Clairvaux;;;;;Sabine Teubner-Schoebel, Bernhard von Clairvaux als Vermittler an der Kurie. Eine Auswertung seiner Briefsammlung, Bonn 1993 (Studien und Dokumente zur Gallia Pontificia, 3).;;;;;;;;;
Theiner,_Disquisitiones_criticae;Theiner, Disquisitiones criticae;;;;;Disquisitiones criticae in praecipuas canonum et decretalium collectiones seu sylloges Gallabdianae continuatio, ed. Augustinus Theiner, Rom 1836.;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10506736-7 ;;;;;;
Thumser,_Die_Frangipane;Thumser, Die Frangipane;;;;;Matthias Thumser, Die Frangipane. Abriß der Geschichte einer Adelsfamilie im hochmittelalterlichen Rom, in: Quellen und Forschungen aus italienischen Archiven und Bibliotheken 71 (1991), S. 106–163.;;;http://www.perspectivia.net/publikationen/qfiab ;;;;;;
Tillmann,_Die_päpstlichen_Legaten_in_England;Tillmann, Die päpstlichen Legaten in England;;;;;Helene Tillmann, Die päpstlichen Legaten in England bis zur Beendigung der Legation Gualas (1218), Bonn 1926.;;;;;;;;;
Tock,_Les_chartes_des_évêques_d’Arras;Tock, Les chartes des évêques d’Arras;;;;;Les chartes des évêques d’Arras (1093–1203), ed. Benoît-Michel Tock, Paris 1991 (Collection de documents inédits sur l’histoire de France. Série in -8°, 20).;;;;;;;;;
Tock,_Les_élections;Tock, Les élections;;;;;Benoît-Michel Tock, Les élections épiscopales à Arras de Lambert à Pierre Ier (1093–1203), in: Revue belge de philologie et d’histoire 65 (1987), S. 709–721.;;;http://www.persee.fr/articleAsPDF/rbph_0035-0818_1987_num_65_4_3602/article_rbph_0035-0818_1987_num_65_4_3602.pdf?mode=light ;;;;;;
Tock,_Monumenta_Arroasiensia;Tock, Monumenta Arroasiensia;;;;;Monumenta Arroasiensia. Textes narratifs et diplomatiques de l’abbaye d’Arrouaise, ed. Benoît-Michel Tock, Turnhout 2000 (Corpus Christianorum. Continuatio mediaevalis, 175).;;;;;;;;;
Tomassetti,_Bullarum_editio;Tomassetti, Bullarum editio;;;;;Bullarum, diplomatum et privilegiorum sanctorum Romanorum pontificum Taurinensis editio: locupletior facta collectione novissima plurium brevium, epistolarum, decretorum actorumque S. Sedis a S. Leone M. usque ad praesens, ed. Aloysius Tomassetti, 17 Bde., Turin 1857–1872.;"1 ; 3";;;https://archive.org/details/04672031.1.emory.edu;;;;;
Touati,_Maladie_et_société;Touati, Maladie et société;;;;;François-Olivier Touati (Hg.), Maladie, médecine et société. Approches historiques pour le présent, 2 Bde., Paris 1993.;;;;;;;;;
Ughelli-Coletti,_Italia_sacra;Ughelli/Coletti, Italia sacra;;;;;Italia sacra sive de episcopis Italiae et insularum adiacentium opus singulare provinciis XX distinctum, ed. Ferdinandus Ughelli, Nicolaus Coleti, 9 Bde., Rom 1644–1662.;5;X;;;;;;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10939606-3  ;
Uhlirz-Uhlirz,_Jahrbücher_des_Deutschen_Reiches;Uhlirz/Uhlirz, Jahrbücher des Deutschen Reiches;;;;;Mathilde Uhlirz, Karl Uhlirz, Jahrbücher des Deutschen Reiches unter Otto II. und Otto III., 2 Bde., Berlin 1902–1954 (Jahrbücher der Deutschen Geschichte, 10,1–2).;II;;;http://www.mgh-bibliothek.de/dokumente/0//090689+0001.pdf;http://www.mgh-bibliothek.de/dokumente/0/090689+0002.pdf;;;;
Ullmann,_Nos_si_aliquid_incompetenter;Ullmann, Nos si aliquid incompetenter;;;;;Walter Ullmann, Nos si aliquid incompetenter. Some Oberservations on the Register Fragments of Leo IV in the Collectio Britannica, in: Ephemerides Iuris Canonici 9 (1953), S. 275–287. ;;;;;;;;;
Urkundenbuch_des_Landes_ob_der_Enns;Urkundenbuch des Landes ob der Enns;;;;;Urkundenbuch des Landes ob der Enns, ed. Erich Trinks, 11 Bde., Wien 1852–1956.;II;X;;;https://archive.org/details/urkundenbuchdes06frangoog;;;;
van_de_Putte-Carton,_Chronicon_Vormeselense;van de Putte/Carton, Chronicon Vormeselense;;;;;Chronicon Vormeselense, ed. Ferdinand van de Putte, Charles Louis Carton, Brugis 1847 (Recueil de chroniques, chartes et autres documents concernant l’histoire et les antiquités de la Flandre-Occidentale, 1,7).;;X;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10006327-3 ;;;;;;
van_Lokeren,_Chartes_Gand;van Lokeren, Chartes Gand;;;;;Chartes et documents de l’Abbaye de Saint Pierre au Mont Blanchin à Gand depuis sa fondation jusqu’à sa suppression. Avec une introduction historique, ed. Auguste Van Lokeren, 2 Bde., Gent 1868–1871.;I;X;;https://archive.org/details/chartesetdocume00lokegoog/page/n8/mode/2up;;;;;
van_Werveke,_Catalogue;van Werveke, Catalogue;;;;;Catalogue descriptif des manuscrits de la Bibliothèque de Luxembourg, ed. Nicolas van Werveke, Luxemburg 1894.;;X;http://www.luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=pv&sid=bnl_manu&vol=01 ;;;;;;
Vanderkindere,_Chronique_de_Gislebert_de_Mons;Vanderkindere, Chronique de Gislebert de Mons;;;;;La chronique de Gislebert de Mons. Nouvelle édition, ed. Léon Vanderkindere, Bruxelles 1904.;;X;https://archive.org/details/lachroniquedegis00gisl/page/n5/mode/2up ;;;;;;
Varin,_Archives_administratives;Varin, Archives administratives;;;;;Archives administratives de la ville de Reims, ed. Pierre-Joseph Varin, 3 Bde., Paris 1839–1848 (Collection de documents inédites sur l’histoire de France, 1).;I,1;X;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10355611-4  ;;;;;;
Varin,_Archives_législatives;Varin, Archives législatives;;;;;Archives administratives de la ville de Reims, ed. Pierre-Joseph Varin, 3 Bde., Paris 1839–1848.;II, Statuts I;X;;;https://gallica.bnf.fr/ark:/12148/bpt6k65172098.texteImage;;;;
de_Vic-Vaissètte,_Histoire_du_Languedoc;de Vic/Vaissètte, Histoire du Languedoc;;;;;Claude de Vic, Joseph Vaissètte, Histoire générale de Languedoc, avec des notes et les pièces justificatives, composée sur les auteurs et les titres originaux, et enrichie de divers monumens, 5 Bde., Paris 1730–1745.;III;X;https://fr.wikipedia.org/wiki/Histoire_g%C3%A9n%C3%A9rale_de_Languedoc ;;;https://gallica.bnf.fr/ark:/12148/bpt6k10401100;;;
de_Vic-Vaissètte,_Histoire_du_Languedoc_(3._Aufl.);de Vic/Vaissètte, Histoire du Languedoc (3. Aufl.);;;;;Claude de Vic, Joseph Vaissètte, Histoire générale de Languedoc, avec des notes et les pièces justificatives, composée sur les auteurs et les titres originaux, et enrichie de divers monumens, 10 Bde., Toulouse 1840–1846.;VI;X;;;;;;;https://archive.org/details/histoiregnra06viccuoft/page/n9/mode/2up
Vignier,_Bibliothèque_historiale;Vignier, Bibliothèque historiale;;;;;La bibliothèque historiale, ed. Nicolas Vignier de Bar sur Seine, 4 Bde., Paris 1587–1650.;II;X;;;https://archive.org/details/LaBibliothequeHistorialeDeNicolas1587T2/page/n9/mode/2up;;;;
Vleeschouwers,_De_oorkonden_van_de_Sint-Baafsabdij_te_Gent;Vleeschouwers, De oorkonden van de Sint-Baafsabdij te Gent;;;;;De oorkonden van de Sint-Baafsabdij te Gent (819–1321), ed. Cyriel Vleeschouwers, 2 Bde., Bruxelles 1990–1991 (Publications de la Commission Royale d’histoire. In-Quarto).;II;;;;;;;;
Vos,_Lobbes;Vos, Lobbes;;;;;Joachim Vos, Lobbes, son abbaye et son chapitre, ou Histoire complète du monastère de Saint-Pierre à Lobbes et du chapitre de Saint-Ursmer à Lobbes et à Binche, 2 Bde., Löwen 1865.;II;X;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10030641-1;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10030642-6;;;;
Wampach,_Urkunden-_und_Quellenbuch;Wampach, Urkunden- und Quellenbuch;;;;;Urkunden- und Quellenbuch zur Geschichte der altluxemburgischen Territorien bis zur burgundischen Zeit, ed. Camille Wampach, 10 Bde., Luxemburg 1935–1955.;I;;https://luxemburgensia.bnl.lu/cgi/luxonline1_2.pl?action=co&sid=urku_quell ;;;;;;
Waquet,_Vie_de_Louis_VI_le_Gros;Waquet, Vie de Louis VI le Gros;;;;;Suger, Vie de Louis VI le Gros, ed. Henri Waquet, Paris 21964 (Les classiques de l’histoire de France au Moyen Âge, 11).;;;;;;;;;
Warlop,_The_Flemish_Nobility;Warlop, The Flemish Nobility;;;;;Ernest Warlop, The Flemish Nobility before 1300, 2 Bde., Kortrijk 1975.;"II,1 ; II,2";;;;;;;;
Wasserschleben,_Reginonis_abbatis_Prumensis_Libri_duo;Wasserschleben, Reginonis abbatis Prumensis Libri duo;;;;;Reginonis abbatis Prumensis Libri duo de Synodalibus causis et disciplinis ecclesiasticis, ed. Friedrich Wilhelm Wasserschleben, Leipzig 1840.;;X;https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10743904-1 ;;;;;;
Wattenbach,_Briefe_des_Guido_von_Bazoches;Wattenbach, Briefe des Guido von Bazoches;;;;;Wilhelm Wattenbach, Aus den Briefen des Guido von Bazoches, in: Neues Archiv 16 (1891), S. 67–114.;;;http://www.digizeitschriften.de/dms/resolveppn/?PID=PPN345858530_0016%7Clog11 ;;;;;;
Wattenbach,_Eine_Hildesheimer_Briefsammlung;Wattenbach, Eine Hildesheimer Briefsammlung;;;;;Wilhelm Wattenbach, Eine Hildesheimer Briefsammlung, in: Neues Archiv 6 (1881), S. 169–184.;;;http://www.digizeitschriften.de/dms/img/?PPN=PPN345858530_0006&DMDID=dmdlog13 ;;;;;;
Wattendorf,_Papst_Stephan_IX.;Wattendorf, Papst Stephan IX.;;;;;Julius Wattendorff, Papst Stephan IX., Paderborn 1883 (Münsterische Beiträge zur Geschichtsforschung, 3).;;;;;;;;;
Wauters,_Table;Wauters, Table;;;;;Table chronologique des chartes et diplômes imprimés concernant l’histoire de la Belgique, ed. Alphonse Wauters, Stanislas Bormans, Joseph Halkin, 11 Bde., Bruxelles 1866–1971 (Commission royale d’histoire. Publications in-quarto, 12,1–11).;"1 ; 2 ; 3 ; 7,1 ; 7,2 ; 11,1";;;;;;;;
Weigle,_Briefsammlung;Weigle, Briefsammlung;;;;;Fritz Weigle, Studien zur Überlieferung der Briefsammlung Gerberts von Reims, in: Deutsches Archiv 10 (1953–1954), S. 19–70.;;;http://www.digizeitschriften.de/main/dms/img/?PPN=PPN345858735_0010&DMDID=dmdlog8 ;;;;;;
Weiss,_Urkunden;Weiss, Urkunden;;;;;Stefan Weiss, Die Urkunden der päpstlichen Legaten von Leo IX. bis zu Coelestin III. (1049–1198), Köln 1995 (Forschungen zur Kaiser- und Papstgeschichte des Mittelalters. Beihefte zu J. F. Böhmer, Regesta Imperii, 13).;;;;;;;;;
Werner,_Papsturkunden;Werner, Papsturkunden;;;;;Judith Werner, Papsturkunden vom 9. bis ins 11. Jahrhundert: Untersuchungen zum Empfängereinfluss auf die äußere Urkundengestalt, Berlin 2017 (Abhandlungen der Akademie der Wissenschaften zu Göttingen, N. F. 43).;;;;;;;;;
WH;WH;;;;;Walter-Holthmann-Kartei (Regesta Decretalium), URL: https://www.kuttner-institute.jura.uni-muenchen.de/holtzmann_formular.htm.;;X;;;;;;;
Wiederhold,_Papsturkunden_in_Frankreich_2;Wiederhold, Papsturkunden in Frankreich 2;;;;;Wilhelm Wiederhold, Papsturkunden in Frankreich 2: Burgund mit Bresse und Bugey, in: Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen. Philologisch-Historische Klasse Beiheft 2 (1906), S. 1–98 (ND in: ders., Papsturkunden in Frankreich. Reiseberichte zur Gallia Pontificia, Bd. 1, Vatikanstadt 1985 (Acta Romanorum Pontificum, 7), S. 147–244.).;;;;;;;;;
